x,y,z
-0.53508,1.29948,9.01992
-0.53508,1.29948,9.01992
-0.53508,1.29948,9.01992
0.22932,1.60524,8.48484
0.22932,1.60524,8.48484
0.22932,1.60524,8.48484
-0.84084,1.45236,7.87332
-0.84084,1.45236,7.87332
-0.84084,1.45236,7.87332
-0.07644,0.15288,8.71416
-0.07644,0.15288,8.71416
-0.07644,0.15288,8.71416
-0.30576,1.45236,9.24924
-0.30576,1.45236,9.24924
-0.30576,1.45236,9.24924
-0.45864,2.2932,9.47856
-0.45864,2.2932,9.47856
-0.45864,2.2932,9.47856
-0.91728,1.45236,9.01992
-0.91728,1.45236,9.01992
-0.91728,1.45236,9.01992
-0.91728,1.68168,8.48484
-0.91728,1.68168,8.48484
-0.91728,1.68168,8.48484
-0.53508,1.1466,9.78432
-0.53508,1.1466,9.78432
-0.53508,1.1466,9.78432
-0.53508,1.75812,9.78432
-0.53508,1.75812,9.78432
-0.53508,1.75812,9.78432
0.30576,1.83456,9.09636
0.30576,1.83456,9.09636
0.30576,1.83456,9.09636
-0.07644,0.99372,9.1728
-0.07644,0.99372,9.1728
-0.07644,0.99372,9.1728
-0.22932,1.68168,9.86076
-0.22932,1.68168,9.86076
-0.22932,1.68168,9.86076
-0.22932,1.68168,9.86076
-0.99372,1.98744,8.48484
-0.99372,1.98744,8.48484
-0.99372,1.98744,8.48484
0,2.06388,9.70788
0,2.06388,9.70788
0,2.06388,9.70788
-0.61152,1.37592,9.40212
-0.61152,1.37592,9.40212
-0.61152,1.37592,9.40212
-0.07644,1.22304,10.6252
-0.07644,1.22304,10.6252
-0.07644,1.22304,10.6252
-0.30576,1.5288,8.86704
-0.30576,1.5288,8.86704
-0.30576,1.5288,8.86704
0,0.99372,8.17908
0,0.99372,8.17908
0,0.99372,8.17908
-0.07644,0.68796,8.71416
-0.07644,0.68796,8.71416
-0.53508,1.68168,8.71416
-0.53508,1.68168,8.71416
-0.53508,1.68168,8.71416
-0.61152,1.22304,8.17908
-0.61152,1.22304,8.17908
-0.61152,1.22304,8.17908
0.22932,2.06388,9.78432
0.22932,2.06388,9.78432
0.22932,2.06388,9.78432
-0.22932,2.06388,9.86076
-0.22932,2.06388,9.86076
-0.22932,2.06388,9.86076
-0.68796,2.14032,9.70788
-0.68796,2.14032,9.70788
-0.68796,2.14032,9.70788
-0.7644,1.5288,9.1728
-0.7644,1.5288,9.1728
-0.7644,1.5288,9.1728
-1.07016,2.06388,9.70788
-1.07016,2.06388,9.70788
-1.07016,2.06388,9.70788
0,1.98744,8.71416
0,1.98744,8.71416
0,1.98744,8.71416
0,1.98744,8.71416
-0.22932,1.5288,9.47856
-0.22932,1.5288,9.47856
-0.22932,1.5288,9.47856
0,1.07016,8.25552
0,1.07016,8.25552
0,1.07016,8.25552
-0.30576,1.68168,9.24924
-0.30576,1.68168,9.24924
-0.30576,1.68168,9.24924
-0.07644,0.68796,7.33824
